adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/wyv2Y9vXYJwJzF6cNVuVwVOsOUj.jpg,"[28, 12, 18, 14, 53]",397567,ko,신과함께-죄와 벌,"Having died unexpectedly, firefighter Ja-hong is taken to the afterlife by 3 afterlife guardians. Only when he passes 7 trials over 49 days and proves he was innocent in human life, he’s able to reincarnate, and his 3 afterlife guardians are by his side to defend him in trial.",6.5519,/gJSvIsI6oQfFim0PGyuuiCYfqKs.jpg,2017-12-20,Along with the Gods: The Two Worlds,False,8.039,1172
False,/ytTQoYkdpsgtfDWrNFCei8Mfbxu.jpg,"[16, 10751, 12, 14, 35]",529203,en,The Croods: A New Age,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",6.5479,/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg,2020-11-25,The Croods: A New Age,False,7.443,4109
False,/abirSHwWgKajV3hXhaIR5lcCIXe.jpg,"[18, 14, 10749]",399055,en,The Shape of Water,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.",6.5391,/9zfwPffUXpBrEP26yp0q1ckXDcj.jpg,2017-12-01,The Shape of Water,False,7.237,12781
False,/fd9K7ZDfzRAcbLh8JlG4HIKbtuR.jpg,"[28, 14]",846422,en,The Old Guard 2,Andy and her team of immortal warriors fight with renewed purpose as they face a powerful new foe threatening their mission to protect humanity.,6.5196,/wqfu3bPLJaEWJVk3QOm0rKhxf1A.jpg,2025-07-01,The Old Guard 2,False,5.913,929
False,/yujcZMkNKtNXPvRGyTA3e3VCrbx.jpg,"[28, 14, 10752]",1155281,zh,封神第二部：战火西岐,"Taishi Wen Zhong led the army of Shang Dynasty including Deng Chanyu and four generals of the Mo Family to Xiqi. With the help of Kunlun immortals such as Jiang Ziya, Ji Fa led the army and civilians of Xiqi to defend their homeland.",6.5128,/dfUCs5HNtGu4fofh83uiE2Qcy3v.jpg,2025-01-29,Creation of the Gods II: Demon Force,False,6.3,130
False,/gnkBzJVH2zicIopP2fHf4kRElne.jpg,"[14, 35, 16, 878, 10751]",228161,en,Home,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",5.8874,/usFenYnk6mr8C62dB1MoAfSWMGR.jpg,2015-03-18,Home,False,6.787,4193
False,/sy0vo1cmpKqwPRiMUiJ45jyLsX7.jpg,"[10751, 35, 14]",8871,en,How the Grinch Stole Christmas,The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...,6.4792,/1WZbbPApEivA421gCOluuzMMKCk.jpg,2000-11-17,How the Grinch Stole Christmas,False,6.779,8220
False,/8NEvnVKeGMLEXG45MMNqxJLcM4y.jpg,"[16, 28, 14, 53]",820232,ja,鬼滅の刃 兄妹の絆,"Tanjiro Kamado returns home to find his family slaughtered and the lone survivor, his sister Nezuko, turned into a Demon. To his surprise, however, Nezuko still shows signs of human emotion and thought. Thus begins Tanjiro's journey to seek out the Demon who killed their family and turn his sister human again. A recap of Kimetsu no Yaiba episodes 1–5, with new footage and special end credits.",5.4911,/xnXeOfHXsgCRi4u75OPU2U3kZsO.jpg,2019-03-29,Demon Slayer: Kimetsu no Yaiba - Sibling's Bond,False,7.9,245
False,/1ZVlzOBYCggLzvVYHK7Im6LohjC.jpg,"[14, 10751, 35]",1593,en,Night at the Museum,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits.",7.7246,/pDsAAYf6Zn0yiAGJ6lYGs6hoZ4E.jpg,2006-12-20,Night at the Museum,False,6.598,10879
False,/ytTQoYkdpsgtfDWrNFCei8Mfbxu.jpg,"[16, 10751, 12, 14, 35]",529203,en,The Croods: A New Age,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",6.5479,/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg,2020-11-25,The Croods: A New Age,False,7.443,4109
False,/q2V1q2Xxwqg3uXQKufpdCtrnAdn.jpg,"[35, 14]",1114967,en,Good Fortune,A well-meaning but rather inept angel named Gabriel meddles in the lives of a struggling gig worker and a wealthy capitalist.,6.1849,/rywxUbd4zvHiRP7nOHeDzuQSLIZ.jpg,2025-10-14,Good Fortune,False,6.931,572
False,/aVFx1VtlOxR3v0ADEatalXOvwbu.jpg,"[16, 14, 28]",620249,zh,罗小黑战记,"When cat spirit Luo Xiaohei's home is deforested by humans, he must find a new one. He runs into a group of other spirit creatures who take him under their wing with dreams of reconquering the land they say is rightfully theirs. However, they run into a human known as Wuxian who separates Luo Xiaohei from the other spirits and the two go on a journey, with the cat spirit learning to control his abilities as well as forming his own thoughts on whether or not he should ally with the spirits or the humans.",6.3703,/4jfbKKLpqts3i2h2obkrONcjTg1.jpg,2019-08-27,The Legend of Hei,False,8.301,449
False,/A6d09KtZKdVGSg0gzsldjDwwvhD.jpg,"[12, 10751, 14]",241259,en,Alice Through the Looking Glass,Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.,7.3053,/kbGamUkYfgKIYIrU8kW5oc0NatZ.jpg,2016-05-25,Alice Through the Looking Glass,False,6.561,6745
False,/btCaMm9aVW1PG485Ef8RMBBALzI.jpg,"[14, 28, 12]",258489,en,The Legend of Tarzan,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",7.1511,/eJrfz178xBGlxjDGxnBXTzWWa4w.jpg,2016-06-29,The Legend of Tarzan,False,5.914,6474
False,/nAJ7kA7ve15Bv6xv78XPJiovtZM.jpg,"[12, 14, 16, 10751]",9992,fr,Arthur et les Minimoys,"Ten-year-old Arthur, in a bid to save his grandfather's house from being demolished, goes looking for some much-fabled hidden treasure in the land of the Minimoys, tiny people living in harmony with nature.",6.4243,/gH27K0S7BiZCsNMxzOQTacG9IZp.jpg,2006-12-13,Arthur and the Invisibles,False,6.382,3025
False,/th26RNksfM9nn7DPH06OqiV6BA2.jpg,"[28, 12, 14]",311324,en,The Great Wall,European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.,6.037,/p70dq1YxabemdZDm5K6Q8G10wSn.jpg,2016-12-16,The Great Wall,False,6.025,5497
False,/2EfbAWLq8s2f1LxTAIuLGYpKETV.jpg,"[12, 28, 14]",8009,en,Highlander,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.,5.4085,/8Z8dptJEypuLoOQro1WugD855YE.jpg,1986-03-07,Highlander,False,6.9,2878
False,/egg7KFi18TSQc1s24RMmR9i2zO6.jpg,"[28, 12, 14]",464052,en,Wonder Woman 1984,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,6.1798,/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg,2020-12-16,Wonder Woman 1984,False,6.369,8988
False,/dn3gbDpXPSwC6saMJOHkCiFA9jn.jpg,"[14, 12, 10751, 35]",974262,en,Descendants: The Rise of Red,"After the Queen of Hearts incites a coup on Auradon, her rebellious daughter Red and Cinderella's perfectionist daughter Chloe join forces and travel back in time to try to undo the traumatic event that set Red's mother down her villainous path.",6.4152,/8fYluTtB3b3HKO7KQa5tzrvGaps.jpg,2024-07-11,Descendants: The Rise of Red,False,6.724,470
False,/2cDXXLirYsoP6rk9B8yrvNHbbFy.jpg,"[28, 14, 878]",9738,en,Fantastic Four,"During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",6.219,/8HLQLILZLhDQWO6JDpvY6XJLH75.jpg,2005-06-29,Fantastic Four,False,5.804,9922
False,/b1L7qevxiVpkVFq4dmdQPGFPWH0.jpg,"[27, 80, 18, 14]",836225,en,The Exorcism of God,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",6.2447,/hangTmbxpSV4gpHG7MgSlCWSSFa.jpg,2022-03-11,The Exorcism of God,False,7.087,1147
False,/tombkp3ir9tmm5v9QLnHaDZCWa7.jpg,"[16, 35, 14, 10751]",1550797,en,Prep & Landing: The Snowball Protocol,"Christmas elves Lanny and Wayne panic when their holiday missions go awry, leaving Wayne thinking he's in BIG trouble with Santa and accidentally revealing other merry mishaps.",6.2557,/olbxBEAGaYCgyi2EEecuwa5tuUl.jpg,2025-11-27,Prep & Landing: The Snowball Protocol,False,7.2,27
False,/dOvEJK2u0slAGTfhdZOjnNgCQet.jpg,"[27, 35, 14]",765,en,Evil Dead II,"Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from ""The Book of the Dead."" As they play the recording an evil power is unleashed taking over Linda's body.",5.8531,/4zqCKJVHUolGs6C5AZwAZqLWixW.jpg,1987-03-13,Evil Dead II,False,7.5,3439
False,/avwEj8wiywFH6FZ6h2wzvyJpiH7.jpg,"[14, 28]",1487,en,Hellboy,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before they summon a baby demon who is rescued by Allied forces and dubbed ""Hellboy"". Sixty years later, Hellboy serves the cause of good rather than evil as an agent in the Bureau of Paranormal Research & Defense, along with Abe Sapien - a merman with psychic powers, and Liz Sherman - a woman with pyrokinesis, protecting America against dark forces.",5.7622,/lbaTEneOofwvAyg77R8HbFML2zT.jpg,2004-04-02,Hellboy,False,6.675,7366
False,/w7H4II0nbwMLAWJjtC6fQ3EwHEm.jpg,"[10751, 16, 10749, 14]",14128,en,Cinderella II: Dreams Come True,"As a newly crowned princess, Cinderella quickly learns that life at the Palace - and her royal responsibilities - are more challenging than she had imagined. In three heartwarming tales, Cinderella calls on her animal friends and her Fairy Godmother to help as she brings her own grace and charm to her regal role and discovers that being true to yourself is the best way to make your dreams come true.",5.5887,/kEDbtKhZsqPo7ypCzoz3fkq73Pc.jpg,2002-02-23,Cinderella II: Dreams Come True,False,6.119,1526
False,/pl2zr5efo9Dz1fi2gpsslGwEQm.jpg,"[28, 12, 14]",205584,en,Gods of Egypt,A common thief joins a mythical god on a quest through Egypt.,6.2342,/hzH7fwaTyQNITLo40Hu3R7cVMqv.jpg,2016-02-25,Gods of Egypt,False,5.69,4320
False,/d1RYJQcljAlSOwTizaGS3oWnPEk.jpg,"[35, 14, 10749]",11824,en,Teen Wolf,When a shy teenager's new-found powers help him score at basketball - and with the popular girls - he has some pretty hairy decisions to make.,6.1459,/bv9rY9eoue2Hat6tcvrKVQ0ow8v.jpg,1985-08-23,Teen Wolf,False,6.208,1248
False,/i2fZIltljrhFPsUK9PN6O6ZE7M4.jpg,"[10751, 35, 12, 16, 14]",11836,en,The SpongeBob SquarePants Movie,"There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.",6.242,/1rvzKV1d18EbDVaEd4VDzK3cgnY.jpg,2004-11-19,The SpongeBob SquarePants Movie,False,7.075,3160
False,/f2opsSUSiMdEp6AiY2sbC8QPd8S.jpg,"[878, 12, 16, 10751, 14]",9016,en,Treasure Planet,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms on their journey to find treasure.",6.2389,/kNhZkR3UNbXfvESQo7mJpOi4tGd.jpg,2002-11-26,Treasure Planet,False,7.562,4558
False,/dSfrsjhqC6lYe7LYDYnzWeXZmEl.jpg,"[14, 16, 10751]",9479,en,The Nightmare Before Christmas,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",6.2359,/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg,1993-10-09,The Nightmare Before Christmas,False,7.831,10261
False,/pl2zr5efo9Dz1fi2gpsslGwEQm.jpg,"[28, 12, 14]",205584,en,Gods of Egypt,A common thief joins a mythical god on a quest through Egypt.,6.2342,/hzH7fwaTyQNITLo40Hu3R7cVMqv.jpg,2016-02-25,Gods of Egypt,False,5.69,4320
False,/A9vaGg3tfuhB5qctaIKlsG2Gnpy.jpg,"[16, 12, 10751, 878, 14]",192904,ja,映画ドラえもん のび太のワンニャン時空伝,"Nobita, believing he and Doraemon had done a good deed by saving stray cats and dogs and sending them back in time by 300 million years, discover that the usage of Doraemon's Ray of Evolution had created a cat-and-dog-person society equal to Nobita's time. When an asteroid attack is set to hit the city, Nobita and his friends must save Doraemon and ease tensions between the two sides.",6.2331,/gBYEK5Kv8uVZGoTbBcovIcWjKNI.jpg,2004-03-06,Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,False,7.267,30
False,/2cDXXLirYsoP6rk9B8yrvNHbbFy.jpg,"[28, 14, 878]",9738,en,Fantastic Four,"During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",6.219,/8HLQLILZLhDQWO6JDpvY6XJLH75.jpg,2005-06-29,Fantastic Four,False,5.804,9922
False,/qsxhnirlp7y4Ae9bd11oYJSX59j.jpg,"[10751, 16, 35, 14, 12, 10402]",446893,en,Trolls World Tour,"Queen Poppy and Branch make a surprising discovery — there are other Troll worlds beyond their own, and their distinct differences create big clashes between these various tribes. When a mysterious threat puts all of the Trolls across the land in danger, Poppy, Branch, and their band of friends must embark on an epic quest to create harmony among the feuding Trolls to unite them against certain doom.",6.2059,/7W0G3YECgDAfnuiHG91r8WqgIOe.jpg,2020-03-11,Trolls World Tour,False,7.24,2256
False,/q2V1q2Xxwqg3uXQKufpdCtrnAdn.jpg,"[35, 14]",1114967,en,Good Fortune,A well-meaning but rather inept angel named Gabriel meddles in the lives of a struggling gig worker and a wealthy capitalist.,6.1849,/rywxUbd4zvHiRP7nOHeDzuQSLIZ.jpg,2025-10-14,Good Fortune,False,6.931,572
False,/egg7KFi18TSQc1s24RMmR9i2zO6.jpg,"[28, 12, 14]",464052,en,Wonder Woman 1984,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,6.1798,/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg,2020-12-16,Wonder Woman 1984,False,6.369,8988
False,/wUwizGzbTk5CTiKBnE4Pq1MONwD.jpg,"[16, 12, 28, 10751, 14]",560057,en,The Sea Beast,"When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters — and make history to boot.",6.153,/9Zfv4Ap1e8eKOYnZPtYaWhLkk0d.jpg,2022-06-24,The Sea Beast,False,7.325,1677
False,/d1RYJQcljAlSOwTizaGS3oWnPEk.jpg,"[35, 14, 10749]",11824,en,Teen Wolf,When a shy teenager's new-found powers help him score at basketball - and with the popular girls - he has some pretty hairy decisions to make.,6.1459,/bv9rY9eoue2Hat6tcvrKVQ0ow8v.jpg,1985-08-23,Teen Wolf,False,6.208,1248
False,/86b0NGY1i0bt3ckhkcHxiCSMxk1.jpg,"[14, 27, 28, 53]",36586,en,Blade II,"Blade forms an uneasy alliance with the vampire council in order to combat the Reapers, who are feeding on vampires.",6.1329,/yDHwo3eWcMiy5LnnEnlGV9iLu9k.jpg,2002-03-22,Blade II,False,6.6,5149
False,/aAL7kV0l3yZtbCFs7J8m4gXldqR.jpg,"[10751, 14, 35]",252,en,Willy Wonka & the Chocolate Factory,"When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",6.1075,/vmpsZkrs4Uvkp9r1atL8B3frA63.jpg,1971-06-29,Willy Wonka & the Chocolate Factory,False,7.482,3914
False,/Nfwmdxl2EDvVVE4An18Lio6tSx.jpg,"[16, 35, 10751, 12, 14]",12222,en,Horton Hears a Who!,"An imaginative elephant named Horton hears a faint cry for help coming from a tiny speck of dust floating through the air. Horton suspects there may be life on that speck and despite a surrounding community, who thinks he has lost his mind, he is determined to save the tiny particle.",6.1069,/6k47Z3A5zI2rxubTMwiLyIqQLLr.jpg,2008-03-03,Horton Hears a Who!,False,6.516,3515
False,/kvdy0Ijjo2r9qsnWV4Dzx07qwnc.jpg,"[80, 14, 18]",1427,en,Perfume: The Story of a Murderer,"Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",6.1065,/2wrFrUej8ri5EpjgIkjKTAnr686.jpg,2006-09-13,Perfume: The Story of a Murderer,False,7.367,4951
False,/eA0qc5ihjSKG05tdJO4QPgYPAwY.jpg,"[16, 10751, 12, 14, 28]",10228,ja,劇場版ポケットモンスター ミュウツーの逆襲,"Determined to prove its superiority, a bio-engineered Pokémon called Mewtwo lures Ash, Pikachu and others into a Pokemon match like none before.",6.1033,/xPW3AeK3iQi1Zd9dCbdNLijE48o.jpg,1998-07-18,Pokémon: The First Movie,False,6.951,1567
False,/pzMrxeP9XkKOtQVUBPTq5yk4ck5.jpg,"[12, 35, 18, 14]",116745,en,The Secret Life of Walter Mitty,A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,6.0832,/iAo1hlzsPV9XpYcLQp6Ud065tGO.jpg,2013-12-18,The Secret Life of Walter Mitty,False,7.218,8176
False,/7OxGhxUYAdtuike29VMzEFxJx7y.jpg,"[35, 14]",2907,en,The Addams Family,"When a man claiming to be long-lost Uncle Fester reappears after 25 years lost, the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life.",6.0817,/qFf8anju5f2epI0my8RdwwIXFIP.jpg,1991-11-22,The Addams Family,False,7.066,5005
False,/mjSiMvkpDk11AQrMxQNf4rDWKx2.jpg,"[35, 14, 18, 10749]",16996,en,17 Again,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",6.0431,/yEcfFXEWpuXcfsR9nKESVCFneqV.jpg,2009-03-11,17 Again,False,6.314,5389
False,/th26RNksfM9nn7DPH06OqiV6BA2.jpg,"[28, 12, 14]",311324,en,The Great Wall,European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.,6.037,/p70dq1YxabemdZDm5K6Q8G10wSn.jpg,2016-12-16,The Great Wall,False,6.025,5497
False,/qXOxYzPSPY9viZTgs7O6vNBOB7Y.jpg,"[16, 14, 12, 18]",555604,en,Guillermo del Toro's Pinocchio,"During the rise of fascism in Mussolini's Italy, a wooden boy brought magically to life struggles to live up to his father's expectations.",5.9578,/vx1u0uwxdlhV2MUzj4VlcMB0N6m.jpg,2022-11-09,Guillermo del Toro's Pinocchio,False,8.021,3292
False,/ef9dYKxDe2isgNhoJsGrt9yjXPz.jpg,"[28, 14, 10752]",856289,zh,封神第一部：朝歌风云,"Based on the most well-known classical fantasy novel of China, Fengshenyanyi, the trilogy is a magnificent eastern high fantasy epic that recreates the prolonged mythical wars between humans, immortals and monsters, which happened more than three thousand years ago.",5.8441,/6VOV2wU3WEyN0H1QtrbAS6whXPc.jpg,2023-07-15,Creation of the Gods I: Kingdom of Storms,False,7.1,473
False,/h30q7IXCmlgR1wKLnp9LttH6BCG.jpg,"[35, 18, 14]",9339,en,Click,"A married workaholic, Michael Newman doesn't have time for his wife and children, not if he's to impress his ungrateful boss and earn a well-deserved promotion. So when he meets Morty, a loopy sales clerk, he gets the answer to his prayers: a magical remote that allows him to bypass life's little distractions with increasingly hysterical results.",5.0983,/oL0k5JA53PyoHSZqKb3cNkhwBCE.jpg,2006-06-23,Click,False,6.303,7500
False,/ohijjhvNqAPKTURQr6VIF7xuAjY.jpg,"[28, 12, 14]",338970,en,Tomb Raider,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she finds herself on the island where her father disappeared.",7.0415,/s4Qn5LF6OwK4rIifmthIDtbqDSs.jpg,2018-03-05,Tomb Raider,False,6.366,8296
False,/xeIkV4e4joAmlRJhqJu2N8jR6zC.jpg,"[16, 14, 18, 10402]",1374686,en,Light of the World,"It's 30 AD and everyone is expectantly awaiting the coming Messiah. While Jesus isn't exactly what they imagined, there is something special about this man. Soon, John, James, Andrew, Peter, and others begin to follow Jesus on an unexpected adventure. This beautifully animated story of Jesus is told through the eyes of his beloved young friend, the Apostle John.",5.2623,/3vUqo90FCIHXPiXnQJEeqzg5EDV.jpg,2025-09-04,Light of the World,False,8.4,35
False,/kvdy0Ijjo2r9qsnWV4Dzx07qwnc.jpg,"[80, 14, 18]",1427,en,Perfume: The Story of a Murderer,"Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",6.1065,/2wrFrUej8ri5EpjgIkjKTAnr686.jpg,2006-09-13,Perfume: The Story of a Murderer,False,7.367,4951
False,/r4A5SQSGTfleodMm45w7MJgE2WF.jpg,"[53, 18, 14, 9648, 27, 10749]",49730,en,Red Riding Hood,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man. Unwilling to lose each other, Valerie and Peter plan to run away together when Valerie's older sister is killed by a werewolf that prowls the dark forest surrounding their village. Panic grips the town as Valerie discovers that she has a unique connection to the beast--one that inexorably draws them together, making her both suspect ... and bait.",5.2379,/ixQYkLeLlTTnAoT32dukndyObB6.jpg,2011-03-10,Red Riding Hood,False,5.978,3296
False,/hUUTJPmvBvBKILNLrBu16pRxr6M.jpg,"[12, 14, 28]",18823,en,Clash of the Titans,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",6.5762,/6iHYLipwEyZUPNO8MM3l1yHDaFE.jpg,2010-03-26,Clash of the Titans,False,5.915,6633
False,/503LUrI9juBk1rktOPzxyMUTDEu.jpg,"[28, 14, 27]",957452,en,The Crow,"Soulmates Eric and Shelly are brutally murdered when the demons of her dark past catch up with them. Given the chance to save his true love by sacrificing himself, Eric sets out to seek merciless revenge on their killers, traversing the worlds of the living and the dead to put the wrong things right.",5.8942,/g8TbOXrNMuqq7AaKqdvqS2oG4ob.jpg,2024-08-21,The Crow,False,5.8,1234
False,/sVkjgKq8cwKm95LCyfrLldLbQIG.jpg,"[28, 18, 14]",274857,en,King Arthur: Legend of the Sword,"When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",6.3051,/9kKXH6eJpzoFGhCbTN3FVwSQK3n.jpg,2017-05-10,King Arthur: Legend of the Sword,False,6.552,6013
False,/g03h9TULzJZOoXA34Abp5LE7lvt.jpg,"[16, 14, 12]",876792,ja,劇場版 転生したらスライムだった件 紅蓮の絆編,"A long-running conspiracy is swirling over a mysterious power wielded by the Queen in Raja, a small country west of Tempest. When a slime who evolved into a Demon Lord named Rimuru Tempest crosses paths with Hiiro, a survivor of the Ogre race, an incredible adventure packed with new characters begins. The power of bonds will be put to the test!",5.1928,/xITip9n9uMAUA0TU6niMXU2tbh0.jpg,2022-11-25,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,False,7.365,426
False,/tgHO1DdnaS0xHcRxBHxE4kOQeIm.jpg,"[35, 14]",2978,en,Ghostbusters II,The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.,6.3043,/yObYPMA58DnTMvJooFW7GG6jWAt.jpg,1989-06-16,Ghostbusters II,False,6.595,4805
False,/ciM5RFsBoWEj0tbwJy42Hr76iRd.jpg,"[10751, 12, 16, 35, 14]",10501,en,The Road to El Dorado,"Stowing away after a failed con, a pair of swindlers end up on El Dorado, the fabled ""city of gold"", where they quickly get in over their heads when they are mistaken as gods by the inhabitants.",5.1842,/tQuqhUBACMcGqCvliHxpJreBfXC.jpg,2000-03-31,The Road to El Dorado,False,7.257,4012
False,/vwcfvPzYO3Gz975yRXp6DYSSbzo.jpg,"[16, 10751, 12, 14]",10693,en,Peter Pan,"Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.",6.3108,/fJJOs1iyrhKfZceANxoPxPwNGF1.jpg,1953-02-05,Peter Pan,False,7.187,5705
False,/AouRp7KcIOVmsSuZlTXKqT4aYT2.jpg,"[12, 16, 14]",15283,ja,平成狸合戦ぽんぽこ,"The Raccoons of the Tama Hills are being forced from their homes by the rapid development of houses and shopping malls. As it becomes harder to find food and shelter, they decide to band together and fight back. The Raccoons practice and perfect the ancient art of transformation until they are even able to appear as humans in hilarious circumstances.",4.727,/zat2MMhejQyJJN6CucLI9Or9kdo.jpg,1994-07-16,Pom Poko,False,7.172,1189
False,/sQPckU0TfSeYIlUneHfIXwzQC2f.jpg,"[14, 35, 10751]",8839,en,Casper,"Casper is a kind young ghost who peacefully haunts a mansion in Maine. When specialist James Harvey arrives to communicate with Casper and his fellow spirits, he brings along his teenage daughter, Kat. Casper quickly falls in love with Kat, but their budding relationship is complicated not only by his transparent state, but also by his troublemaking apparition uncles and their mischievous antics.",5.8709,/2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg,1995-05-26,Casper,False,6.3,4890
False,/oMqgJMCaNIqeJtilc71D4nRqdmt.jpg,"[16, 10751, 18, 14]",110420,ja,おおかみこどもの雨と雪,"After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",5.4915,/3Nllh6JgcrFdtOn6iFOWHudNInd.jpg,2012-07-21,Wolf Children,False,8.221,2453
